,Unnamed: 0,Unnamed: 0.1,roles,companies,locations,experience,skills,skill index,min_experience,max_experience,avg_experience,labels
2456,2671,2677,Data Scientist,SpotDraft,"'Gurgaon', 'Bangalore'",1-5 ,"'it skills', 'python', 'machine learning'",-1.0,1,5,3.0,2
2462,2677,2683,TSP Technical CoE- AI/ML Data Scientist,Cyient,'Hyderabad',6-11 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'big data', 'computer science'",-1.0,6,11,8.5,2
2463,2678,2684,Data Scientist Level-2,Ignatiuz Software Pvt. Ltd,'Indore',3-8 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'computer science'",-1.0,3,8,5.5,2
2465,2680,2686,"Urgent Need !!!Data Scientist/Machine Learning- SecureKloud,Chennai",SECUREKLOUD TECHNOLOGIES LIMITED,'Chennai\n',3-8 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,3,8,5.5,2
2466,2681,2687,Data Scientist,o9 Solutions Management India Private Limited,'Coimbatore',2-5 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,2,5,3.5,2
2473,2689,2695,Data Scientist,AgNext Technologies ( Indias leading Agri Tech driven Company),'Mohali',3-7 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,3,7,5.0,2
2476,2693,2699,Data Scientist,ALLERIN TECHNOLOGIES Pvt Ltd.,"'Mumbai', 'NaviMumbai'",2-7 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'computer science'",-1.0,2,7,4.5,2
2479,2696,2702,Data Scientist,Diverse Lynx,'Chennai',3-9 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,3,9,6.0,2
2480,2697,2703,Data Scientist,ALLPS,'India',3-8 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,3,8,5.5,2
2484,2701,2707,Machine Learning - Data Scientist,BrickRed Systems,'India',5-10 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,5,10,7.5,2
2485,2702,2708,Data Scientist,VALOREM PVT LTD,'Remote',2-6 ,"'machine learning', 'data science', 'python', 'it skills'",-1.0,2,6,4.0,2
2490,2707,2713,Data Scientist,Freight Tiger,'Mumbai',3-8 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,8,5.5,2
2492,2709,2715,Data Scientist,PAGO Analytics,'Hyderabad',2-5 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,2,5,3.5,2
2497,2714,2720,Data Scientist,Hire IT People,'Pune',2-7 ,"'r', 'machine learning', 'python', 'it skills', 'big data', 'data scientist'",1.0,2,7,4.5,2
2509,2726,2732,Data Scientist,Infobizzs Services,'Vadodara',2-5 ,"'it skills', 'java', 'python', 'data science'",-1.0,2,5,3.5,2
2520,2737,2743,Data Scientist & Business Development,Grid Logic Software Private Limited,'Hyderabad',3-6 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,3,6,4.5,2
2522,2739,2745,Data Scientist,Genie Talk,'Indore',3-5 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,5,4.0,2
2525,2743,2749,Staff Data Scientist,Spiceworks,'Pune',3-7 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,7,5.0,2
2534,2752,2758,data scientist,Cognistx,'India',2-7 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'computer science'",-1.0,2,7,4.5,2
2536,2754,2760,Urgent Requirement of a Data Scientist in a Product based Organization,Abzooba India Infotech Private Limited,'Pune\n',3-6 ,"'machine learning', 'python', 'it skills'",-1.0,3,6,4.5,2
2546,2764,2770,Data Scientist with Python full stack,SENECAGLOBAL IT SERVICES PRIVATE LIMITED,'Hyderabad',5-10 ,"'machine learning', 'it skills', 'python'",-1.0,5,10,7.5,2
2552,2770,2776,Data Scientist,Tripod Software Solutions Pvt. Ltd,'Remote',7-8 ,"'sql', 'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,7,8,7.5,2
2572,2795,2801,Data Scientist,VISIGHT TECHNOLOGIES PVT LTD,'Remote',7-12 ,"'machine learning', 'python', 'it skills'",-1.0,7,12,9.5,2
2574,2797,2803,Data Scientist,"Entytle, Iinc.",'Pune',2-4 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,2,4,3.0,2
2577,2800,2806,Data Scientist,Qubit AI,'Hyderabad',5-10 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'computer science'",-1.0,5,10,7.5,2
2581,2804,2810,Data Scientist,AppZen,'Pune',4-6 ,"'r', 'machine learning', 'python', 'it skills', 'computer science'",1.0,4,6,5.0,2
2590,2815,2821,Data Scientist,Diverse Lynx,'Hyderabad',3-5 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,3,5,4.0,2
2603,2829,2835,Data Scientist -,Diverse Lynx,'Hyderabad',3-6 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,3,6,4.5,2
2615,2845,2851,Urgent Opening For Senior Data Scientist Role,Peoplefy Infosolutions Pvt. Ltd.,'Pune',11-19 ,"'data science', 'machine learning', 'python', 'r', 'sql', 'it skills'",-1.0,11,19,15.0,2
2622,2853,2859,Lead - Data Scientist - Global IT/Technology Firm,Megma Services,'Mumbai\n',4-9 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,4,9,6.5,2
2623,2854,2860,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,1,6,3.5,2
2624,2855,2861,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,1,6,3.5,2
2625,2856,2862,Data Scientist - AI/ML Model,Job Fittment Finder,'Pune',2-5 ,"'artificial intelligence', 'machine learning', 'python', 'it skills', 'data science'",-1.0,2,5,3.5,2
2627,2858,2864,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,1,6,3.5,2
2628,2859,2865,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'data science', 'python', 'it skills', 'machine learning'",-1.0,1,6,3.5,2
2632,2863,2869,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'data science', 'python', 'it skills', 'machine learning', 'data scientist'",-1.0,1,6,3.5,2
2637,2868,2874,Lead Data Scientist - Python/Machine Learning,Megma Services,'Mumbai',4-9 ,"'machine learning', 'python', 'it skills', 'data science'",-1.0,4,9,6.5,2
2639,2870,2876,PG - Data Scientist,Vasudha Business Solutions,'Chandigarh',4-7 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,4,7,5.5,2
2641,2872,2878,Data Scientist - Tensorflow/Computer Vision,TalentStack,"'Mumbai', 'NaviMumbai'",1-4 ,"'python', 'it skills', 'data science'",-1.0,1,4,2.5,2
2644,2875,2881,Senior Data & Applied Scientist,Microsoft,'Bangalore',5-8 ,"'it skills', 'python', 'computer science', 'machine learning'",-1.0,5,8,6.5,2
2645,2876,2882,Senior Data & Applied Scientist,Microsoft,'Bangalore',5-8 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'big data', 'computer science'",-1.0,5,8,6.5,2
2651,2882,2888,Senior Data & Applied Scientist,Microsoft,'Bangalore',5-8 ,"'data science', 'java', 'python', 'machine learning', 'it skills'",-1.0,5,8,6.5,2
2654,2885,2891,Data Scientist,ALOIS TECHNOLOGIES LLP,"'Bangalore', 'Mumbai'",4-5 ,"'data scientist', 'python', 'it skills', 'machine learning'",-1.0,4,5,4.5,2
2658,2889,2895,Data Scientist,SKILLVENTORY,"'Indore', 'Bangalore'",2-4 ,"'it skills', 'data science', 'big data', 'python'",-1.0,2,4,3.0,2
2660,2892,2898,Data Scientist (freelance),2Coms,'Gurgaon',3-8 ,"'it skills', 'java', 'python', 'machine learning', 'data scientist'",-1.0,3,8,5.5,2
2661,2894,2900,Data Scientist (Hiring For Top MNC),Krazy Mantra HR Solutions Pvt. Ltd,'Bangalore',4-9 ,"'machine learning', 'python', 'it skills'",-1.0,4,9,6.5,2
2663,2896,2902,Data Scientist,TALENT INTEGRATORS,'Gurgaon',1-4 ,"'it skills', 'python', 'machine learning'",-1.0,1,4,2.5,2
2665,2898,2904,Data Scientist Presales,Moveworks,'Bangalore',4-8 ,"'it skills', 'python', 'data science'",-1.0,4,8,6.0,2
2666,2899,2905,Data Scientist,Servsys Technology Services India Pvt. Lt,"'Kolkata', ' Hyderabad', ' Pune', ' Ahmedabad', ' Chennai', 'Bangalore'",4-9 ,"'it skills', 'python', 'data science', 'machine learning', 'r'",-1.0,4,9,6.5,2
2673,2906,2912,Data Scientist,Gelato,"'Mumbai', 'Bangalore'",5-10 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,5,10,7.5,2
2675,2908,2914,Data Scientist,Diverse Lynx,'Bengaluru',2-7 ,"'it skills', 'python', 'data science'",-1.0,2,7,4.5,2
2681,2915,2921,PRINCIPAL DATA SCIENTIST,Britive,'Bengaluru',10-15 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,10,15,12.5,2
2683,2917,2923,Data Scientist,LeadSquared,'Bangalore',5-10 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,5,10,7.5,2
2688,2923,2929,Data Scientist,NIRAMAI HEALTH ANALYTIX PRIVATE LIMITED,'Bengaluru',2-4 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,2,4,3.0,2
2689,2924,2930,Data Scientist,Diverse Lynx,'Bengaluru',2-7 ,"'it skills', 'python', 'machine learning'",-1.0,2,7,4.5,2
2695,2931,2937,Data Scientist,Protocol Zone,'Ahmedabad',1-4 ,"'it skills', 'python', 'machine learning'",-1.0,1,4,2.5,2
2703,2939,2945,Machine Learning Data Science Practitioner,Accenture,'Mumbai',4-6 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,4,6,5.0,2
2708,2944,2950,Senior Software Developer - NLP/ Machine Learning/ Data Science,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',5-8 ,"'it skills', 'java', 'python', 'machine learning', 'data science'",-1.0,5,8,6.5,2
2709,2945,2951,Data Science- Machine Learning Engineer,Jet2 Travel Technologies Pvt. Ltd.,'Pune',3-5 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,3,5,4.0,2
2710,2946,2952,Data Science Trainer | AI | Machine Learning | Python |,Careerera,'Noida',2-7 ,"'python', 'machine learning', 'it skills', 'data science'",-1.0,2,7,4.5,2
2711,2947,2953,Senior Software Developer - NLP/Machine Learning/Data Science,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',5-8 ,"'machine learning', 'data science', 'it skills', 'java', 'python'",-1.0,5,8,6.5,2
2713,2949,2955,Machine Learning Data Science Practitioner,Accenture,'Bangalore',12-15 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,12,15,13.5,2
2718,2954,2966,Machine Learning Data Science Practitioner,Accenture,'Mumbai',4-6 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,4,6,5.0,2
2723,2959,2971,Senior Software Developer - NLP/ Machine Learning/ Data Science,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',5-8 ,"'it skills', 'java', 'python', 'machine learning', 'data science'",-1.0,5,8,6.5,2
2724,2960,2972,Data Science- Machine Learning Engineer,Jet2 Travel Technologies Pvt. Ltd.,'Pune',3-5 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,3,5,4.0,2
2725,2961,2973,Data Science Trainer | AI | Machine Learning | Python |,Careerera,'Noida',2-7 ,"'python', 'machine learning', 'it skills', 'data science'",-1.0,2,7,4.5,2
2726,2962,2974,Senior Software Developer - NLP/Machine Learning/Data Science,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',5-8 ,"'machine learning', 'data science', 'it skills', 'java', 'python'",-1.0,5,8,6.5,2
2728,2964,2976,Machine Learning Data Science Practitioner,Accenture,'Bangalore',12-15 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,12,15,13.5,2
2735,2971,2983,Data Science/Analysis Expert - Machine Learning,Catalyst,'Bangalore',2-6 ,"'it skills', 'python', 'data science', 'machine learning', 'data scientist', 'artificial intelligence'",-1.0,2,6,4.0,2
2736,2972,2984,Machine Learning Engineer - Data Science,Yo HR Consultancy,'Bangalore',3-5 ,"'data science', 'machine learning', 'it skills', 'python'",-1.0,3,5,4.0,2
2737,2973,2985,Manager - Machine Learning Engineer ( Data Science ) ( Females only ),Pylon Management Consulting Pvt Ltd,'Remote',7-9 ,"'machine learning', 'python', 'it skills', 'java', 'data science'",-1.0,7,9,8.0,2
2738,2974,2986,Data Science Analyst - Machine/Deep Learning Algorithms,isparrow services Pvt ltd,"'Pune', ' Ahmedabad', 'Bangalore'",5-10 ,"'python', 'it skills', 'data science', 'artificial intelligence'",-1.0,5,10,7.5,2
2743,2979,2991,Machine Learning Data Science Practitioner,Accenture,'Pune',12-15 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,12,15,13.5,2
2750,2986,2998,Head of Data Science - Python/Machine Learning,Connexions,'Gurgaon',7-10 ,"'data science', 'machine learning', 'python', 'it skills', 'big data'",-1.0,7,10,8.5,2
2751,2987,2999,Software Developer - NLP/Data Science/Machine Learning,Cunesoft India Private Limited (a Phlexglobal Company),'Bangalore',3-8 ,"'data science', 'machine learning', 'it skills', 'java', 'python'",-1.0,3,8,5.5,2
2754,2990,3002,Technology Analyst: Data Science | Machine Learning,Infosys,'Bangalore',3-8 ,"'data science', 'machine learning', 'it skills', 'python'",-1.0,3,8,5.5,2
2762,2998,3010,Data Science Engineer,CLOUDBC LABS PRIVATE LIMITED,"'Pune', ' Chennai', 'Bangalore'",5-10 ,"'data science', 'machine learning', 'sql', 'it skills', 'python', 'artificial intelligence'",-1.0,5,10,7.5,2
2766,3002,3014,Machine Learning Engineer,SPI technologies india private limited,"'Chennai', ' Bangalore', 'Delhi'",2-7 ,"'python', 'it skills', 'machine learning', 'data science'",-1.0,2,7,4.5,2
2770,3006,3018,Machine Learning Engineer - Data Science,SP Staffing Services Private Limited,"'Pune', ' Chennai', 'Mumbai'",6-11 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,6,11,8.5,2
2775,3011,3023,Datascience Manager,Cashgrail Private Limited,'Gurgaon',8-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,8,10,9.0,2
2776,3012,3024,Senior Associate Director - Data Science- Insurance - IIT/IIM/NIT/XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',9-14 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,9,14,11.5,2
2782,3018,3030,Team Lead/Consultant-Data Science,Accenture,'Gurgaon',7-11 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,7,11,9.0,2
2784,3020,3032,Data Analyst / Data Scientist,GUS Global Services,'Gurgaon',3-4 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,3,4,3.5,2
2787,3023,3035,Data Scientist (Consumer Industries),Digilytics AI,'Gurgaon',4-7 ,"'data science', 'machine learning', 'it skills', 'python', 'r'",-1.0,4,7,5.5,2
2789,3025,3037,Sr Associate Director - Data Science - Insurance - IIT/ IIM/ NIT/ XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,7,12,9.5,2
2791,3027,3039,"Advisor, Data Science",Dell,'Bangalore',5-8 ,"'python', 'it skills', 'data science', 'machine learning', 'big data'",-1.0,5,8,6.5,2
2793,3029,3041,Machine Learning Data Science Practitioner (MNC),Krazy Mantra HR Solutions Pvt. Ltd,'Bangalore',12-22 ,"'data science', 'machine learning', 'it skills', 'java'",-1.0,12,22,17.0,2
2794,3030,3042,Data Scientist,Optum,"'Noida', 'Gurgaon'",2-6 ,"'data science', 'r', 'python', 'it skills', 'machine learning', 'artificial intelligence', 'big data'",-1.0,2,6,4.0,2
2804,3041,3053,Sr. AI Engineer,Pactera,'Hyderabad',4-9 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,4,9,6.5,2
2805,3042,3054,Data Science Practitioner,Kovaion Consulting India Private Limited,"'Chennai', ' Coimbatore', 'Bangalore'",5-8 ,"'data science', 'it skills', 'python', 'machine learning', 'artificial intelligence', 'big data'",-1.0,5,8,6.5,2
2808,3045,3057,Data Scientist Associate,WSE Infratech Private Limited,'Kolkata',2-4 ,"'python', 'it skills', 'java', 'data science', 'artificial intelligence'",-1.0,2,4,3.0,2
2809,3046,3058,Data Science Lead / Manager / Architect,TRH Consultancy Services,"'Kolkata', ' Mumbai', ' Nagpur', ' Hyderabad', ' Pune', ' Chennai', ' Coimbatore', ' Bangalore', 'Delhi'",5-10 ,"'data science', 'r', 'python', 'machine learning', 'it skills'",-1.0,5,10,7.5,2
2815,3053,3065,Data Science Lead,cliqhr.com,"'Mumbai', ' Hyderabad', ' Pune', ' Chennai', 'Delhi'",5-10 ,"'it skills', 'python', 'machine learning', 'data science', 'r'",-1.0,5,10,7.5,2
2816,3054,3066,Lead Data Scientist,NAVIKENZ INDIA PRIVATE LIMITED,"'Hyderabad', ' Bangalore', 'Delhi'",5-10 ,"'machine learning', 'data science', 'it skills', 'java', 'python'",-1.0,5,10,7.5,2
2820,3058,3070,Data Scientist,Infosys,'Bangalore',2-7 ,"'artificial intelligence', 'machine learning', 'data science', 'it skills', 'python'",-1.0,2,7,4.5,2
2821,3059,3071,Big Data Engineer,Advance Talent Services,'Delhi',2-7 ,"'big data', 'python', 'it skills', 'data science'",-1.0,2,7,4.5,2
2822,3060,3072,Data Scientist Associate,WSE Infratech Private Limited,'Kolkata',2-4 ,"'python', 'it skills', 'java', 'data science', 'artificial intelligence'",-1.0,2,4,3.0,2
2826,3064,3076,Senior Associate Director - Data Science - Insurance - IIT/IIM/NIT,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"'data science', 'machine learning', 'it skills', 'python'",-1.0,7,12,9.5,2
2827,3065,3077,Sr. Software Engineer,HR Divya,'Gurgaon',2-5 ,"'data science', 'it skills', 'python'",-1.0,2,5,3.5,2
2849,3088,3100,Data Science Manager- Artificial Intelligence,Spectral Consultants -Search and Recruitments Firm,"'Pune', ' Gurgaon', 'Bangalore'",9-14 ,"'big data', 'python', 'it skills', 'data science'",-1.0,9,14,11.5,2
2857,3096,3108,"Intern, Data Science (Autodesk Construction Cloud)",AutoCAD,'Bangalore',1-3 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,1,3,2.0,2
2859,3098,3110,Data Scientist - Machine Learning,TalPro,"'Gurgaon', 'Delhi'",3-6 ,"'it skills', 'python', 'data science', 'machine learning', 'machine learning'",-1.0,3,6,4.5,2
2870,3109,3121,Applied Intelligence - Machine Learning - Female Only (8-10 years),CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,'Gurgaon',9-12 ,"'python', 'data science', 'machine learning', 'it skills'",-1.0,9,12,10.5,2
2872,3111,3123,Data Science Trainer,MARSIAN Technologies,'Pune',5-10 ,"'machine learning', 'data science', 'python', 'it skills'",-1.0,5,10,7.5,2
2881,3120,3132,Data Science - Sr. Data Scientist,Jet2 Travel Technologies Pvt. Ltd.,'Pune',5-10 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,5,10,7.5,2
2885,3124,3136,Women Returnee | Data Scientist,PayU,'Bangalore',3-8 ,"'python', 'r', 'machine learning', 'sql', 'it skills', 'data science'",-1.0,3,8,5.5,2
2888,3127,3139,Data Science,Fluence,'Bangalore',2-3 ,"'python', 'it skills', 'machine learning'",-1.0,2,3,2.5,2
2891,3130,3142,Python Developer,Orcapod Consulting Services Private Limited,"'Kolkata', ' Hyderabad', ' Pune', ' Ahmedabad', ' Chennai', ' Bangalore', 'Delhi'",2-6 ,"'python', 'data science', 'it skills', 'machine learning', 'big data'",-1.0,2,6,4.0,2
2898,3137,3149,Senior Associate Director - Data Science- Insurance - IIT/IIM/NIT/XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"'data science', 'machine learning', 'it skills', 'python'",-1.0,7,12,9.5,2
2899,3138,3150,Data Scientist - Deep Learning/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',6-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,6,10,8.0,2
2901,3140,3152,Associate Vice President- Analytics/Data Science- IIM/IIT/XLRI/FMS/NIT,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"'data science', 'machine learning', 'it skills', 'python'",-1.0,7,12,9.5,2
2902,3141,3153,Data Scientist - Python/Spark/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',7-11 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,7,11,9.0,2
2904,3143,3155,Data Scientist - Deep Learning/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',6-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,6,10,8.0,2
2907,3146,3158,"Research Analyst, LNG Short Term Gas",Verisk Analytics,'Delhi',4-9 ,"'python', 'it skills', 'data science', 'artificial intelligence'",-1.0,4,9,6.5,2
2908,3147,3159,Senior Vice President - Analytics - Data Science Team - Insurance,Huquo Consulting Pvt. Ltd,'Gurgaon',8-13 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,8,13,10.5,2
2909,3149,3161,"Research Analyst, Equity (Short Term Gas)",Verisk Analytics,'Delhi',2-7 ,"'python', 'it skills', 'data science', 'artificial intelligence'",-1.0,2,7,4.5,2
2922,3162,3174,Virtual Interviews For Forecast Engineer On 26th Feb(Sat) @ GD(Hyd),GlobalData,'Hyderabad',3-6 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,6,4.5,2
2924,3164,3176,Data Scientist - Architect,Wipro,"'Kolkata', ' Hyderabad', ' Pune', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",10-17 ,"'data science', 'python', 'big data', 'machine learning', 'it skills'",-1.0,10,17,13.5,2
2925,3165,3177,Manager Application Developer,Genpact,"'Hyderabad', ' Bangalore', 'Delhi'",6-10 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,6,10,8.0,2
2932,3173,3185,Data Scientist - Multi-Objective Optimisation Expert,ICAV Tech Pvt. Ltd.,'Remote',3-7 ,"'data science', 'python', 'it skills', 'java'",-1.0,3,7,5.0,2
2934,3175,3187,Senior Business Analyst - Analytics Consulting | Tiger Analytics |,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,"'Hyderabad', ' Chennai', 'Bangalore'",2-4 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,2,4,3.0,2
2935,3176,3188,Team Lead/Consultant-Data Science,Accenture,'Bangalore',7-11 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,7,11,9.0,2
2940,3181,3193,Senior Testing Engineer,HighRadius,'Hyderabad',3-8 ,"'machine learning', 'sql', 'python', 'it skills'",-1.0,3,8,5.5,2
2949,3190,3202,Senior Analyst-Data Science,Accenture,'Mumbai',5-8 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,5,8,6.5,2
2950,3191,3203,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,'Bangalore',8-10 ,"'it skills', 'python', 'machine learning'",-1.0,8,10,9.0,2
2981,3223,3235,Senior Analyst - Data Science,Tiger Analytics India LLP,'Chennai\n',1-6 ,"'r', 'python', 'it skills', 'data science', 'machine learning', 'artificial intelligence'",1.0,1,6,3.5,2
2989,3232,3244,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,'Gurgaon',8-10 ,"'python', 'sql', 'it skills', 'machine learning'",-1.0,8,10,9.0,2
2990,3233,3245,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,'Gurgaon',2-7 ,"'machine learning', 'it skills', 'python', 'artificial intelligence'",-1.0,2,7,4.5,2
2992,3235,3247,ACN - Applied Intelligence - CC - Data Science - 10,Accenture,'Gurgaon',3-4 ,"'machine learning', 'data science', 'it skills', 'python'",-1.0,3,4,3.5,2
2998,3241,3253,ACN - Applied Intelligence - GCP - Data Science - 08,Accenture,'Gurgaon',5-10 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,5,10,7.5,2
3000,3243,3255,Senior Data Analyst,Urban Company,"'Gurgaon', 'Bangalore'",2-4 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,4,3.0,2
3003,3246,3258,Senior Vice President - Analytics - Data Science Team - IIT/IIM,Huquo Consulting Pvt. Ltd,'Gurgaon',8-13 ,"'data science', 'machine learning', 'it skills', 'python'",-1.0,8,13,10.5,2
3014,3257,3269,ACN - Applied Intelligence - CC - Data Science (IN) - 10,Accenture,'Gurgaon',3-4 ,"'it skills', 'python', 'machine learning', 'data science'",-1.0,3,4,3.5,2
3016,3259,3271,Machine Learning Head - Algorithm/ Numpy/ Tensorflow,Job Fittment Finder,"'Pune', 'Delhi'",10-15 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,10,15,12.5,2
3017,3260,3272,Senior Python Developer,Tranzmeo IT Solutions Private Limited,'NewDelhi',3-8 ,"'it skills', 'python', 'machine learning', 'big data', 'data science'",-1.0,3,8,5.5,2
3027,3270,3282,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,'Gurgaon',8-10 ,"'data science', 'it skills', 'python', 'machine learning'",-1.0,8,10,9.0,2
3032,3275,3287,Data Science Engineer - Python,Young Mind Technology Solutions,'Tirupati',0-2 ,"'data science', 'python', 'it skills', 'machine learning'",-1.0,0,2,1.0,2
3042,3285,3297,Jr. Data Science Professional,Harmony Data Integration Technologies,'Mohali',1-3 ,"'r', 'python', 'it skills', 'data science', 'machine learning'",1.0,1,3,2.0,2
3047,3290,3302,Junior Data Scientist with Python Expertise,India-Israel Innovation HUB-TeamScale- SATC Marketing India Pvt Ltd,'Gurgaon',2-7 ,"'python', 'machine learning', 'it skills', 'big data', 'data science'",-1.0,2,7,4.5,2
3051,3294,3306,Python Developer,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,"'Panaji', ' North Goa', 'Bangalore'",2-4 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,4,3.0,2
3060,3303,3315,Hiring For Project Management cum Development role.,Innoplexus Consulting Services Private Limited,'Pune',6-11 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,6,11,8.5,2
3069,3312,3324,Artificial Intelligence/Machine Learning Engineer,Ezeiatech Systems Private Limited,'Gurgaon',0-5 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,0,5,2.5,2
3070,3313,3325,Computer Vision/Artificial Intelligence/Machine Learning Engineer,e-con Systems,'Chennai',0-1 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,0,1,0.5,2
3072,3315,3327,Associate Principal Engineer (Machine Learning),Nagarro,'Remote',9-12 ,"'python', 'machine learning', 'it skills'",-1.0,9,12,10.5,2
3075,3318,3330,Machine Learning Engineer,SPI technologies india private limited,"'Chennai', ' Bangalore', 'Delhi'",2-7 ,"'python', 'it skills', 'machine learning', 'data science'",-1.0,2,7,4.5,2
3087,3330,3342,Machine Learning Lead / Architect  Wipro,Wipro,"'Kochi', ' Kolkata', ' Gurgaon', ' Chennai', ' Coimbatore', ' Bangalore', ' Mumbai (All Areas)', ' Pune', 'Hyderabad\n'",5-10 ,"'machine learning', 'python', 'it skills', 'artificial intelligence'",-1.0,5,10,7.5,2
